2024-06-10 13:41:14.536332
[-68.84101104736328, -68.7861328125, -68.82256317138672, -68.80838012695312, -68.71940612792969, -68.83670043945312, -68.7729721069336, -68.83612823486328, -68.792724609375, -69.05548858642578]
[-68.77147674560547, -68.798583984375, -68.78949737548828, -68.71590423583984, -68.70271301269531, -68.8853759765625, -68.7830581665039, -68.84317779541016, -68.74591064453125, -69.01966857910156]
[-64.54830253793705, -63.94543925763873, -63.17547666386156, -64.32956877312228, -63.428763444404616, -64.80413718718553, -64.28384578841461, -62.78227296259512, -64.16386260159726, -64.96849309999686]
[-63.28995091171167, -63.09528104987211, -62.151554082441294, -62.19684193368827, -61.63705557167867, -63.07242331384407, -61.79129521898021, -61.51652999734857, -62.5633431340527, -64.7422620514811]
[-62.30363506724339, -61.94741950977172, -61.53094012882588, -62.09529706270477, -61.30035687273118, -62.70885822952319, -61.20524048317237, -61.00054970141404, -62.814748406564405, -64.22247942288479]
[-62.14592136986329, -61.82939678939063, -60.87434290758989, -61.22599738171902, -60.94266739314341, -62.11232373925411, -61.4604406981974, -60.34359251755717, -61.736511091017285, -62.49438905019998]
[-61.70450310736952, -61.12421907824602, -60.47645503824899, -61.20318962260231, -60.60061237457231, -61.33992077788978, -61.203099319218516, -60.6112005568025, -61.415150373269256, -62.65645462345908]
[-60.803981584418125, -61.031297540393375, -60.31946128506044, -60.53641747963854, -60.57871686608072, -61.8464243703939, -60.61497862478188, -61.04509098286192, -61.158698915051446, -63.26908845194668]
[-61.72912438930642, -60.94880567735886, -60.04293162464936, -60.69685816666173, -60.06637746774593, -61.12420118196917, -60.384218095860426, -59.8598976166585, -60.64918505210784, -62.79348779828495]
[-61.369981944507416, -60.40433549996945, -59.525937202657275, -60.638924514168636, -59.633862350086545, -60.808287615727366, -60.31461262103624, -58.98838014780971, -60.49788266797928, -61.82946632014876]
[-60.064993851017064, -60.392144168876875, -59.967222282640094, -60.08060205957689, -59.930804967662596, -61.03384756930146, -59.893892057883484, -59.994051738080614, -60.855023359213725, -62.388837527252704]
[-60.35442893568049, -60.07272509540729, -59.82114262702978, -60.54320501774025, -59.39109273567238, -61.311582308723644, -59.842914296606615, -59.29673582720979, -60.74206896581069, -62.914371434329794]
[-60.14406328510577, -60.596833433386074, -59.13106219651119, -59.212674426709235, -59.14385160359642, -61.52050885082234, -59.80899244273819, -59.388500657825084, -60.21195903279667, -62.46888770221525]
[-59.667057778552966, -59.950231261233135, -59.246674306419486, -59.17887944821074, -59.44503149341306, -60.73147374487898, -59.715334043973066, -59.51351009356407, -60.041536062035576, -61.28930182569374]
[-59.50020486011464, -59.408990119737396, -59.36512919649441, -59.397167992876064, -58.72551008434643, -60.41369822824657, -59.69259815636872, -59.15248032173105, -59.52560165727219, -61.382998973963694]
[-59.62805871095465, -59.19068697139183, -58.903439407078885, -59.459716416126206, -58.715869877786304, -60.36127280855842, -59.18192083208149, -58.62244967991106, -59.81820571634074, -61.33568923925932]
[-59.776610822865045, -59.55361759846937, -58.61008513904668, -58.69550696778799, -58.75983947194156, -60.69398808040255, -59.18248976122944, -59.01776806671916, -59.63606288421013, -61.26494662757104]
[-60.052120159524975, -59.419438678049104, -58.85435031879164, -59.437066694758485, -58.76311126429339, -60.37064801175042, -58.56847095121155, -58.20659863076047, -59.94490706058849, -61.8324443322638]
[-59.41835319030075, -59.23518478299087, -59.140088966883006, -59.31283863833392, -58.593392813589915, -59.959125461851826, -58.3154867739092, -58.36312289175139, -59.505175163314654, -62.02574082341027]
[-59.67463628491337, -59.14658942024905, -58.53324236816278, -59.56866894305228, -58.859993278187304, -60.53377962717775, -58.85798196022984, -58.24641348418183, -60.06586434508829, -61.61964213062546]
[-59.774700021378735, -58.81110441705924, -58.31974253692881, -59.53138258867379, -58.46698278164471, -60.3766675728227, -58.9698500355446, -58.44942098531235, -59.72830019812682, -61.84377364889924]
[-59.96027279082003, -58.99459608477373, -58.186691663317454, -59.70833871592758, -58.39434533986175, -60.03170718876488, -58.834778012962566, -57.53869039349988, -59.76443936759505, -61.544546119225224]
